%rank s1 s2 ntasks
78  33  2  563
72  30  23  488
60  34  0  593
30  33  27  587
96  34  7  601
42  33  32  592
100  34  9  603
25  34  15  609
64  33  0  557
75  34  4  598
61  34  26  620
36  34  17  611
34  33  30  590
15  34  28  622
23  33  12  572
77  36  20  685
13  36  8  673
0  36  16  681
109  35  2  631
86  36  1  666
67  36  14  679
89  36  2  667
46  33  17  577
105  34  12  606
84  33  5  565
92  33  7  567
32  33  28  588
95  33  9  569
17  35  16  645
102  36  6  671
55  35  14  643
39  36  25  690
70  34  3  596
65  33  15  575
80  36  21  686
66  35  1  630
88  34  29  623
54  35  25  654
30  36  27  692
101  34  10  604
7  36  7  672
9  35  32  661
26  35  21  650
18  35  8  637
96  36  31  696
6  35  20  649
27  36  32  697
29  33  26  586
38  34  18  612
25  36  36  701
35  36  9  674
4  35  6  635
69  36  17  682
85  36  0  665
104  34  11  605
52  36  12  677
68  36  15  680
8  35  27  656
94  36  4  669
82  34  5  599
57  34  23  617
62  36  26  691
40  36  28  693
71  35  31  660
60  36  34  699
74  36  19  684
3  33  22  581
98  34  30  624
11  36  30  695
37  36  10  675
56  35  0  628
78  36  29  694
14  36  23  688
19  34  34  628
81  33  18  578
24  35  9  638
63  35  15  644
107  33  10  570
5  33  23  583
13  37  1  703
39  37  8  710
93  36  3  668
99  36  5  670
10  35  7  636
33  33  29  589
34  37  6  708
51  35  19  647
22  36  24  689
28  33  13  573
109  37  2  704
76  37  14  716
70  37  31  733
80  37  25  727
60  38  16  756
89  37  16  718
46  37  20  722
83  35  4  633
84  38  8  748
52  38  2  742
59  36  13  678
97  35  26  655
7  37  32  734
31  35  28  657
96  37  27  729
6  37  21  723
41  36  11  676
12  34  13  607
37  38  20  760
53  34  22  616
21  35  17  646
108  36  22  687
25  38  14  754
35  37  36  738
79  35  3  631
40  38  1  741
71  38  6  746
85  38  9  749
100  36  35  700
3  38  31  771
14  38  21  761
29  38  15  755
42  36  33  698
47  35  12  641
74  38  7  747
93  38  36  776
23  37  4  706
61  37  9  711
22  38  38  778
19  38  25  765
24  38  27  767
32  38  0  740
77  37  15  717
36  37  7  709
8  38  12  752
94  38  17  757
0  37  19  721
55  37  28  730
65  38  4  744
56  38  26  766
72  36  18  683
86  37  26  728
69  37  30  732
104  38  18  758
63  38  28  768
107  38  32  772
101  37  17  719
17  37  34  736
82  38  19  759
45  35  11  640
109  38  37  777
4  37  37  739
67  37  12  714
58  34  24  618
105  38  10  750
98  38  30  770
78  38  23  763
92  37  0  702
20  33  24  584
27  37  23  725
5  38  34  774
43  35  10  639
68  38  5  745
16  34  33  627
76  39  1  780
80  39  2  781
88  38  11  751
50  35  18  647
103  35  23  652
9  38  13  753
96  39  6  785
6  39  8  787
34  39  14  793
53  39  20  799
21  39  31  810
108  39  27  806
25  39  32  811
87  35  29  658
40  39  16  795
19  39  38  817
91  35  30  659
85  39  25  804
59  39  21  800
11  38  24  764
106  35  5  634
57  38  22  762
81  38  29  769
62  38  3  743
39  38  35  775
42  39  36  815
102  37  18  720
15  37  3  705
30  37  5  707
75  37  13  715
13  38  33  773
84  39  4  783
1  35  34  663
95  37  33  735
7  39  9  788
48  35  13  642
31  39  12  791
38  37  29  731
54  37  24  726
18  37  35  737
37  39  15  794
71  39  0  779
99  39  7  786
24  39  39  818
97  39  26  805
26  37  22  724
51  39  17  796
35  39  34  813
56  40  1  820
66  37  11  713
46  39  19  798
93  40  6  825
3  39  28  807
23  40  14  833
0  40  20  839
65  40  2  821
70  39  23  802
47  39  37  816
104  40  32  851
94  40  8  827
12  39  30  809
86  40  25  844
17  40  21  840
78  40  31  850
27  40  27  846
45  40  16  835
64  37  10  712
29  39  33  812
52  39  18  797
97  42  0  855
14  39  10  789
21  41  10  785
16  40  38  857
89  39  5  784
73  35  22  651
43  40  36  855
33  39  13  792
28  39  11  790
79  39  24  803
10  39  29  808
2  35  24  653
36  40  0  818
41  39  35  814
74  40  4  823
3  42  19  896
60  39  22  801
69  40  23  842
88  41  2  861
83  39  3  782
31  42  6  898
32  40  15  834
63  40  7  826
92  40  19  837
55  40  17  836
87  41  1  858
56  42  8  902
100  40  9  828
85  41  21  875
90  35  35  664
8  40  12  831
96  41  31  884
34  41  12  859
23  42  14  908
108  41  6  861
102  42  2  897
35  42  16  910
81  41  20  872
109  40  26  845
25  41  25  878
40  41  14  869
37  42  11  877
70  42  4  888
15  41  16  871
99  42  1  894
11  41  8  864
104  42  20  912
20  40  30  849
91  41  32  885
17  42  25  919
42  41  27  880
86  42  21  915
80  40  39  858
84  41  38  891
98  40  28  847
93  42  7  900
48  41  36  889
78  42  27  921
97  42  32  926
29  42  31  925
71  42  5  891
24  42  10  897
44  33  33  593
68  40  37  856
75  41  30  880
51  42  12  903
21  42  36  930
0  42  9  903
89  42  38  932
103  41  23  874
94  42  15  909
18  42  17  911
49  35  33  662
9  41  7  862
53  41  15  870
57  41  17  872
45  42  28  922
39  41  13  862
66  42  26  920
2  43  0  897
59  41  18  852
65  42  18  906
46  42  23  917
50  41  28  881
107  40  11  830
26  42  22  913
72  40  34  853
19  41  9  865
29  44  1  980
77  40  5  824
93  44  6  986
48  44  2  982
67  40  3  821
97  44  8  988
1  41  37  890
12  42  13  904
13  41  33  884
0  44  14  994
79  42  39  933
109  43  19  935
30  41  26  879
61  40  18  837
18  44  16  996
4  40  33  852
43  42  37  931
22  40  13  832
9  44  20  1000
39  44  21  1001
41  43  6  940
105  40  10  829
32  43  4  929
29  44  36  1016
66  44  25  1005
2  44  27  1007
101  40  29  848
90  44  7  987
54  41  39  892
96  43  20  954
82  40  24  843
27  42  29  923
35  43  14  949
48  44  38  1018
58  40  22  841
56  43  8  944
98  44  9  989
5  40  35  854
85  43  31  967
24  44  0  975
68  44  15  995
23  43  25  961
75  44  4  982
102  43  21  957
3  43  1  934
50  44  32  1012
10  43  2  939
8  43  16  952
104  43  32  968
94  44  17  997
62  41  29  880
74  43  11  918
99  43  27  963
107  44  31  1011
103  44  18  998
33  42  40  934
51  44  10  988
28  42  42  936
79  44  44  1024
64  42  30  922
47  42  24  918
20  43  36  972
65  44  28  1008
91  43  38  974
52  42  34  928
49  44  12  992
93  44  37  1017
53  44  23  1003
59  44  26  1006
57  44  19  996
88  43  12  943
97  44  39  1019
106  41  34  887
76  40  40  859
80  44  5  984
95  41  40  893
6  41  24  876
21  44  13  993
26  44  30  1010
13  44  42  1022
71  44  3  979
46  44  29  1009
31  43  7  942
77  44  34  1014
89  44  11  990
87  43  30  965
60  43  9  945
12  45  1  1025
39  45  8  1033
32  45  6  1030
36  43  5  932
44  44  22  1002
108  43  15  951
45  44  24  1004
4  45  14  1039
96  45  25  1050
68  45  21  1046
18  45  2  1027
55  43  26  962
1  44  40  1020
54  45  20  1045
83  43  17  953
27  45  31  1056
98  45  27  1052
5  45  16  1041
52  46  8  1079
49  46  6  1077
8  45  32  1057
34  43  28  964
82  45  36  1061
93  46  14  1085
71  46  21  1092
0  44  43  1023
50  45  38  1063
13  46  20  1091
21  46  16  1087
59  46  1  1072
16  42  35  929
69  43  10  936
70  43  22  954
76  46  25  1096
11  43  37  973
19  44  35  1015
63  43  23  959
62  45  44  1069
31  46  27  1098
42  43  39  975
44  46  31  1102
6  46  2  1073
109  45  9  1034
29  45  4  1028
45  46  38  1109
36  46  32  1103
97  46  15  1086
14  42  33  927
92  43  13  946
61  45  15  1040
53  46  9  1080
51  46  7  1078
28  46  4  1075
89  46  28  1099
108  46  36  1107
9  45  0  1020
67  44  41  1021
26  46  19  1090
41  45  17  1042
27  46  46  1117
77  46  23  1094
66  45  12  1036
80  46  12  1083
95  46  26  1097
104  45  34  1059
54  46  44  1115
22  45  19  1041
103  46  0  1071
75  45  28  1053
35  45  7  1032
57  46  10  1081
101  45  30  1055
102  45  26  1051
64  46  17  1088
58  45  39  1064
88  46  18  1089
3  45  23  1048
10  45  37  1062
4  46  37  1108
68  46  39  1110
37  43  34  970
87  46  30  1101
12  46  34  1105
33  45  45  1070
84  43  42  978
1  46  42  1113
25  43  18  949
38  41  35  888
93  47  6  1124
74  45  42  1067
52  47  2  1120
83  46  45  1116
72  44  33  1013
60  46  29  1100
47  46  5  1076
20  46  3  1074
5  47  8  1126
48  45  11  1035
65  46  11  1082
73  42  41  935
50  47  1  1119
34  47  16  1134
55  46  40  1111
40  43  29  964
6  47  21  1139
91  46  13  1084
53  47  27  1145
28  47  32  1150
70  47  14  1132
62  47  25  1143
24  45  29  1054
106  46  22  1093
108  47  38  1156
56  45  24  1049
46  46  24  1095
2  45  18  1042
32  46  35  1106
30  45  5  1029
43  45  10  1034
45  47  36  1154
97  47  31  1149
23  45  3  1025
42  47  20  1138
39  46  33  1104
90  45  13  1038
85  45  22  1047
95  47  46  1164
96  46  43  1114
89  47  44  1162
86  43  40  976
79  45  43  1068
21  47  12  1130
81  43  24  960
18  46  41  1112
94  45  35  1060
99  45  40  1065
107  45  41  1066
98  47  7  1125
105  45  33  1058
0  47  19  1137
49  47  0  1118
69  47  15  1133
76  47  4  1122
80  48  0  1125
8  47  9  1127
61  47  28  1146
102  48  3  1028
63  47  23  1141
109  47  26  1144
11  47  17  1135
103  47  42  1160
101  48  2  1167
87  48  1  1164
9  47  37  1155
67  47  34  1152
41  47  39  1157
12  48  6  1169
27  48  8  1174
10  48  19  1159
45  49  4  1186
14  47  30  1148
35  47  45  1163
15  43  33  969
22  47  47  1165
33  48  16  1182
1  48  20  1183
60  48  27  1193
20  48  31  1197
104  48  4  1156
47  48  32  1197
79  49  19  1198
25  48  21  1186
100  43  35  971
39  49  2  1215
32  49  1  1206
13  47  10  1128
108  49  8  1221
34  48  36  1202
40  48  38  1204
38  48  25  1191
64  48  14  1178
46  49  6  1215
30  49  14  1225
71  47  3  1121
70  48  44  1210
62  48  46  1212
44  47  24  1142
89  49  5  1189
56  49  10  1192
29  47  29  1147
31  47  22  1140
82  47  5  1123
59  47  13  1131
16  47  11  1129
19  47  18  1136
23  49  12  1213
86  49  16  1229
2  49  11  1151
94  49  20  1230
36  47  33  1151
75  48  12  1172
107  49  25  1238
105  49  27  1240
69  49  31  1244
80  49  32  1245
92  47  35  1153
32  50  1  1261
81  49  21  1234
104  50  6  1268
77  48  11  1140
7  41  41  894
78  43  43  979
20  50  8  1271
51  47  40  1158
102  49  36  1249
93  48  23  1187
46  50  16  1279
95  49  7  1217
33  50  2  1265
96  49  15  1226
34  50  14  1277
85  49  17  1230
54  47  43  1161
11  49  38  1251
67  49  44  1257
71  50  21  1284
27  49  46  1259
26  48  7  1171
57  48  9  1175
66  47  41  1159
43  49  9  1222
56  50  27  1290
84  48  15  1180
21  49  23  1234
44  50  25  1288
22  50  9  1272
58  48  17  1183
16  50  32  1295
86  50  36  1299
29  50  31  1294
90  49  18  1219
2  50  38  1301
69  50  44  1307
52  48  26  1192
47  50  0  1252
32  50  46  1309
108  50  15  1278
53  48  42  1208
49  49  26  1239
13  50  7  1268
60  50  4  1264
17  43  41  977
76  49  30  1241
50  48  34  1200
1  50  12  1273
63  49  37  1250
64  50  20  1281
18  49  22  1226
55  48  39  1205
83  48  28  1194
101  49  39  1252
38  50  17  1280
40  50  19  1278
89  50  26  1289
98  49  28  1241
77  51  8  1322
15  50  10  1269
46  51  6  1320
4  48  5  1160
96  51  2  1316
65  48  37  1203
70  50  23  1286
31  50  28  1291
24  48  45  1211
95  51  1  1315
36  50  37  1300
21  51  20  1334
81  50  39  1302
9  49  45  1258
44  51  21  1335
22  51  25  1339
30  50  18  1279
107  50  42  1305
42  49  13  1215
104  50  47  1310
29  51  27  1341
78  50  50  1313
79  50  5  1265
59  50  30  1293
14  49  47  1260
109  49  34  1247
26  51  16  1330
57  51  14  1328
60  51  36  1350
105  50  45  1308
0  49  29  1240
39  50  11  1271
2  51  32  1346
19  50  34  1297
106  48  47  1213
80  50  40  1303
52  51  31  1345
35  50  3  1258
40  51  50  1364
63  51  44  1358
20  51  4  1318
103  49  40  1253
82  50  29  1292
37  48  22  1183
38  51  46  1360
25  50  13  1274
43  51  15  1329
102  51  9  1323
17  51  38  1352
93  51  0  1314
7  50  49  1312
34  51  7  1321
8  49  33  1244
78  52  0  1200
12  49  42  1255
98  51  51  1365
100  50  22  1283
56  51  19  1333
54  51  12  1326
32  51  30  1344
108  51  28  1342
23  50  33  1296
72  48  30  1194
88  48  13  1175
51  50  48  1311
13  51  37  1351
86  51  26  1340
104  52  19  1246
66  51  17  1331
45  49  49  1262
62  50  24  1287
96  52  4  1330
67  51  18  1332
99  49  24  1235
76  51  39  1353
53  51  34  1348
27  51  10  1323
1  51  42  1356
90  51  23  1337
94  50  35  1298
68  48  10  1165
10  49  48  1261
92  50  43  1306
18  51  45  1359
83  51  47  1361
75  50  41  1304
55  51  49  1363
11  51  3  1317
44  52  14  1375
58  51  29  1343
77  52  16  1380
71  51  13  1327
4  52  6  1365
49  51  40  1354
73  48  33  1199
6  48  41  1207
3  48  18  1176
16  51  22  1336
85  51  11  1325
15  52  8  1373
36  52  21  1385
33  51  5  1319
81  52  1  1356
101  51  48  1362
89  52  2  1367
78  53  1  1413
96  53  16  1433
17  53  8  1425
104  53  6  1422
69  51  33  1347
47  51  35  1349
24  52  27  1391
19  52  31  1393
48  48  35  1201
14  52  20  1373
107  52  5  1334
57  52  32  1396
43  53  2  1419
13  53  20  1433
65  52  25  1388
84  51  24  1338
95  52  18  1350
5  48  29  1193
61  49  35  1248
52  52  38  1402
30  52  12  1350
74  48  24  1190
1  53  27  1444
67  53  21  1438
7  52  46  1410
99  53  14  1428
94  53  25  1442
8  52  50  1414
87  49  41  1254
28  48  43  1209
83  53  32  1449
22  52  10  1339
60  52  30  1379
106  52  36  1400
108  53  7  1422
55  53  36  1453
77  53  38  1455
56  53  0  1404
32  53  9  1426
37  52  44  1408
38  52  51  1415
12  53  15  1432
10  53  31  1448
36  53  51  1468
59  52  22  1354
50  51  41  1355
4  53  44  1461
45  53  17  1434
104  53  53  1470
21  52  9  1374
53  53  26  1443
98  53  4  1416
2  52  23  1380
91  48  40  1206
76  53  12  1426
88  53  23  1440
51  53  19  1425
90  53  28  1445
70  52  15  1375
46  52  17  1381
79  52  28  1392
39  52  37  1401
65  54  6  1477
31  52  13  1355
81  54  8  1479
9  52  7  1368
73  53  46  1463
6  53  50  1467
107  54  14  1485
30  54  1  1472
105  52  26  1390
67  54  21  1492
17  54  16  1487
92  53  30  1444
94  54  27  1498
33  54  2  1473
11  53  37  1454
44  53  39  1456
77  54  36  1507
34  53  10  1422
80  52  39  1403
15  53  45  1462
106  54  32  1503
18  53  34  1451
37  54  38  1509
48  54  31  1502
62  53  18  1430
22  54  25  1496
85  53  42  1459
97  48  48  1214
4  54  44  1515
103  52  45  1409
64  51  43  1357
104  54  46  1517
61  54  20  1491
41  49  43  1256
23  53  13  1427
101  53  49  1466
78  53  52  1469
68  53  29  1445
3  53  47  1464
0  52  34  1398
100  53  5  1417
13  54  15  1486
29  52  24  1383
98  54  53  1524
2  54  51  1522
69  54  7  1478
54  53  11  1422
84  54  9  1480
24  54  0  1471
82  52  47  1411
71  53  40  1457
21  54  50  1521
52  54  19  1490
86  53  3  1410
96  54  12  1483
7  54  17  1488
47  54  4  1475
42  52  29  1386
1  54  23  1494
16  53  48  1465
56  54  37  1508
87  54  26  1497
27  53  24  1441
20  52  40  1404
91  54  54  1525
5  54  34  1505
28  54  28  1499
66  53  22  1436
83  54  30  1501
74  54  39  1510
45  54  47  1518
10  54  42  1513
75  53  35  1452
19  54  18  1488
50  54  45  1516
89  54  10  1480
25  52  49  1413
93  52  52  1416
26  52  33  1394
53  54  52  1523
59  54  49  1520
35  52  42  1406
102  52  48  1412
36  54  48  1519
8  54  29  1500
49  53  43  1460
38  54  40  1511
57  54  5  1476
58  53  41  1458
55  54  33  1504
60  54  24  1495
95  54  11  1482
108  54  35  1506
14  54  22  1493
43  54  3  1474
99  54  13  1484
39  55  19  1439
32  54  41  1512
72  53  33  1450
12  54  43  1514
109  52  35  1399
47  56  14  1592
0  56  8  1586
79  55  0  1492
96  56  1  1577
48  55  30  1506
76  55  14  1535
40  52  41  1405
88  55  2  1528
7  56  2  1580
54  56  6  1584
16  56  20  1595
17  55  6  1530
81  55  1  1524
28  56  21  1599
44  55  8  1533
94  55  16  1540
9  55  25  1548
101  55  49  1534
27  56  16  1594
4  55  44  1566
89  56  27  1605
67  55  20  1540
63  52  43  1407
90  55  21  1544
74  56  25  1603
20  56  19  1573
106  55  36  1559
18  55  32  1555
19  56  32  1610
59  56  36  1614
11  55  27  1550
50  56  31  1606
62  55  31  1549
105  55  4  1518
100  55  50  1569
70  55  12  1525
84  56  0  1568
24  55  54  1576
104  55  42  1555
78  55  46  1568
2  55  51  1573
102  56  38  1616
95  56  46  1624
21  56  4  1579
71  56  9  1587
58  56  44  1622
69  56  7  1585
10  56  30  1595
56  56  15  1593
32  56  53  1631
87  56  12  1587
98  55  52  1565
43  56  50  1628
86  56  11  1568
12  56  54  1632
3  55  53  1574
45  56  26  1604
30  55  23  1540
13  56  3  1569
99  56  51  1629
91  56  17  1595
35  56  37  1615
77  55  28  1551
75  56  28  1606
8  56  39  1617
108  56  49  1619
33  55  7  1532
6  55  17  1541
46  55  15  1539
66  56  22  1588
42  56  23  1598
64  55  38  1561
5  56  18  1592
60  56  45  1623
37  55  33  1545
51  55  9  1534
39  56  52  1627
22  55  39  1562
82  56  10  1585
23  55  47  1569
49  56  41  1609
73  55  13  1528
14  56  47  1625
97  55  37  1560
34  55  26  1549
93  56  29  1604
38  56  42  1619
41  55  45  1567
52  56  5  1581
1  56  13  1588
107  55  5  1523
30  58  2  1695
35  58  1  1694
103  55  43  1559
36  56  40  1618
8  58  6  1699
31  55  18  1524
76  57  2  1637
33  58  8  1701
47  57  8  1643
0  57  6  1641
54  57  1  1636
55  56  48  1623
28  57  14  1649
5  58  14  1707
9  57  16  1651
89  57  20  1652
65  55  10  1526
26  56  34  1612
49  58  21  1714
20  57  27  1662
51  58  16  1709
73  58  20  1713
15  55  34  1557
38  58  27  1720
80  55  29  1541
92  55  24  1542
108  58  7  1700
34  58  25  1718
52  58  31  1724
63  57  21  1656
61  55  40  1563
84  57  36  1671
70  57  31  1666
99  58  0  1692
59  57  25  1660
68  55  48  1563
62  57  32  1667
6  58  9  1702
60  58  15  1708
48  57  0  1627
36  58  36  1729
31  58  38  1731
5  58  46  1739
91  58  4  1697
107  58  32  1725
